"titles","word_matches","cat_matches","cat_matches_list","optim"
"Photo-Fenton oxidation of phenol and organochlorides (2,4-DCP and 2,4-D) in aqueous alkaline medium with high chloride concentration",0,0,"",0
"Factors affecting the biodegradation of PCP by Pseudomonas mendocina NSYSU",0,0,"",0
"Time development of scour around a cylinder in simulated tidal currents",0,0,"",0
"Phosphorus biological cycle in the different Suaeda salsa marshes of the Yellow River estuary, China",0,0,"",0
"Risk analysis using data from radioecological monitoring",0,0,"",0
"Screening method for solvent selection used in tar removal by the absorption process",0,0,"",0
"Hybrid dynamic modeling for two phase flow condensers",1,0,"",0
"Hybrid dynamic modeling for two phase flow condensers",1,0,"",0
"Industrial symbiosis and the policy instruments of sustainable consumption and production",0,0,"",0
"References",0,0,"",0
"Study on fluidization of 0.5μm ultrafine and 8.0μm superfine Geldart-C powders in a binary mixture circulating fluidized bed",0,0,"",0
"North Sea phytoplankton: A review",0,0,"",0
"Endocrine disrupting chemicals and human health risk assessment: A critical review",0,0,"",0
"Quantifying impact factors of sustainable road planning in Taiwan",0,0,"",0
"Aerobic naphthalene degradation by Ochrobactrum anthropi: Kinetics and thermodynamics study",0,0,"",0
"Production of magnesium-rich solutions by acid leaching of chrysotile: A precursor to field-scale deployment of microbially enabled carbonate mineral precipitation",0,0,"",0
"Kinetics and roles of solution and surface species of chalcopyrite dissolution at 650mV",0,0,"",0
"Prediction of subcooled vapor pressures (log P L) of 399 polychlorinated trans-azoxybenzenes by using the QSPR and ANN approach",0,0,"",0
"Hemicellulose-Based absorbent toward dye: Adsorption equilibrium and kinetics studies",0,0,"",0
"The characterization of binary and ternary ion exchange equilibria",0,0,"",0
"Excavation-induced relaxation effects and hydraulic conductivity variations in the surrounding rocks of a large-scale underground powerhouse cavern system",0,0,"",0
"Reliability evaluation of defence support systems",0,0,"",0
"Influence of injection mode on transport properties in kilometer-scale three-dimensional discrete fracture networks",1,0,"",0
"Removal of nitrate and phosphate anions from aqueous solutions using strong base anion exchange resin",0,0,"",0
"Quantitative structure-property relationships (QSPRs) on direct photolysis of PCDDs",0,0,"",0
"Kinetics and thermodynamic studies of oxytetracycline mineralization using UV/H<inf>2</inf>O<inf>2</inf>",0,0,"",0
"Air quality prediction using optimal neural networks with stochastic variables",1,0,"",1
"Application of global SST and SLP data for drought forecasting on Tehran plain using data mining and ANFIS techniques",0,0,"",0
"Enzymatic accessibility of fiber hemp is enhanced by enzymatic or chemical removal of pectin",0,0,"",0
"A stepwise-cluster forecasting approach for monthly streamflows based on climate teleconnections",0,0,"",0
"The conflict between optimization and regularity in building behaviour of the caddisfly, Chaetopteryx villosa fabr. (Limnephilidae: Prichoptera), larvae",1,0,"",1
"Geochemical thermodynamic modelling of ion partitioning",1,0,"",0
"Potential of Enterobacter sp. Strain ATA1 on imidacloprid degradation in soil microcosm: Effects of various parameters",0,0,"",0
"Physico-chemistry of the limestone sulphation process",0,0,"",0
"Effect of temperature shocks on membrane fouling in membrane bioreactors",0,0,"",0
"Phragmites australis: An alternative biosorbent for basic dye removal",0,0,"",0
"Modification of bentonite with a cationic surfactant: An adsorption study of textile dye Reactive Blue 19",0,0,"",0
"An extension of the Electre I method for group decision-making under a fuzzy environment",0,0,"",0
"Effect of TiO2, Al2O3, and Fe3O4 nanoparticles on phosphorus removal from aqueous solution",0,0,"",0
"Biochemical Processes",0,0,"",0
"Mechanistic Analysis of Rock Damage Anisotropy and Rotation Around Circular Cavities",0,0,"",0
"Adsorption kinetics and catalytic oxidation of asphaltene on synthesized maghemite nanoparticles",0,0,"",0
"Assessment of the sources of suspended particulate matter aerosol using US EPA PMF 3.0",0,0,"",0
"Hydrodynamics and mass transfer studies in a novel external-loop airlift reactor",0,0,"",0
"Brushless doubly fed reluctance machines: An emerging technology",0,0,"",0
"Environmental impacts and sustainability of egg production systems",0,0,"",0
"Modelling of the batch biosorption system: Study on exchange of protons with cell wall-bound mineral ions",1,0,"",0
"Understanding the functional principles of nature-Proposing another type of ecosystem services",0,0,"",0
"Extractive distillation: A review",0,0,"",0
"Optimization of 2-D electrode configuration for electrokinetic remediation",1,0,"",1
"A new outranking choice method for group decision making under Atanassov's interval-valued intuitionistic fuzzy environment",0,0,"",0
"Investigating sediments and rock structures beneath a river using underwater ERT",0,0,"",0
"Tantalum (oxy)nitrides nanotube arrays for the degradation of atrazine in vis-Fenton-like process",0,0,"",0
"Influence of different lignocellulose sources on endo-1,4-β-glucanase gene expression and enzymatic activity of Bacillus amyloliquefaciens B31C",0,0,"",0
"The use of co-culturing in solid substrate cultivation and possible solutions to scientific challenges",0,0,"",0
"Advanced modular simulation of absorption systems",1,0,"",0
"Integrated system health management-based state evaluation for environmental control and life support system in manned spacecraft",0,0,"",0
"Proton source efficiency for heterogeneous distribution of actinides in the core of an accelerator-driven system",0,0,"",0
"A new analysis of pressure decline for acid fracturing",0,0,"",0
"Interaction of bentonite colloids with Cs, Eu, Th and U in presence of humic acid: A flow field-flow fractionation study",0,0,"",0
"Colloid transport in the subsurface:Past, present, and future challenges",0,0,"",0
"Effect of fertilization frequency on the production of Nile tilapia (Oreochromis niloticus)",0,0,"",0
"Silica impregnated with Cyphos IL-101 for Cs+ adsorption",0,0,"",0
"Equilibrium, thermodynamic and kinetic studies to study the sorption of Rhodamine-b by Moroccan clay",0,0,"",0
"Response surface methodology for optimizing Cr(VI) removal by flocculating yeast SPSC01",1,0,"",0
"Temporal Growth Patterns of Farmed Juvenile Southern Bluefin Tuna, Thunnus maccoyii (Castelnau) Fed Moist Pellets",0,0,"",0
"Welding fume reduction by nano-alumina coating on electrodes - Towards green welding process",0,0,"",0
"Experimental investigation of the interaction of clays with high-pH solutions: A case study from the Callovo-Oxfordian formation, Meuse-Haute Marne underground laboratory (France)",0,0,"",0
"Redox Linked Flavin Sites in Extracellular Decaheme Proteins Involved in Microbe-Mineral Electron Transfer.",0,0,"",0
"A review of techniques, advances and outstanding issues in numerical modelling for rock mechanics and rock engineering",1,0,"",0
"The potential of artificial neural network (ANN) in optimizing media constituents of citric acid production by solid state bioconversion",2,0,"",0
"Organo-clay formulations of pesticides: Reduced leaching and photodegradation",0,0,"",0
"Review on high speed permanent magnet machines including design and analysis technologies",1,0,"",0
"Significance of ""effective"" surface area of activated carbons on elucidating the adsorption mechanism of large dye molecules",0,0,"",0
"Allocating risk capital for a brownfields redevelopment project under hydrogeological and financial uncertainty",0,0,"",0
"From quantum chemical formation free energies to evaporation rates",0,0,"",0
"Storage of Pacific oysters Crassostrea gigas in recirculating tank: Ammonia excretion and potential nitrification rates",0,0,"",0
"Population ecology of fiddler crab, Uca lactea annulipes (Decapoda: Ocypodidae) in Sirik mangrove estuary, Iran",0,0,"",0
"Improved WO3 photocatalytic efficiency using ZrO2 and Ru for the degradation of carbofuran and ampicillin",0,0,"",0
"Unpaired electrons as probes of catalytic systems",0,0,"",0
"Adsorption of Pb(II) and Ni(II) from aqueous solution by nanosized graphite carbonimpregnated calcium alginate bead",0,0,"",0
"Innovations in the development and application of edible coatings for fresh and minimally processed fruits and vegetables",0,0,"",0
"A MCDM-based expert system for climate-change impact assessment and adaptation planning - A case study for the Georgia Basin, Canada",0,0,"",0
"Personal perspectives on radioactivity in the environment",0,0,"",0
"Assessment of bioremediation strategies for explosives-contaminated sites",0,0,"",0
"Intrinsic kinetic modeling with explicit radiation absorption effects of the photocatalytic oxidation of cyanide with TiO2 and silica-supported TiO2 suspensions",1,0,"",0
"Substrate interactions during the biodegradation of BTEX and THF mixtures by Pseudomonas oleovorans DT4",0,0,"",0
"Novel adsorption refrigerators with separate type two phase closed thermosyphon designs",0,0,"",0
"Experimental investigation and evaluation on influence of foam flow resistance in porous media",0,0,"",0
"Lean framework for planning redesign proposals to optimise EOL environmental behaviour in WEEE products",0,0,"",0
"Neural networks in analysing 137Cs behaviour in the air in the belgrade area",1,0,"",0
"Remediation of petroleum-contaminated sites through simulation of a DPVE-aided cleanup process: Part 2. Remediation design",2,0,"",0
"Modeling U(VI) biomineralization in single- and dual-porosity porous media",1,0,"",0
"Separation by adsorption, chromatography or membranes | Stofftrennung durch adsorption, chromatographie oder membranen",0,0,"",0
"The relationship between hydrogeologic properties and sedimentary facies: An example from Pennsylvanian bedrock aquifers, southwestern Indiana",0,0,"",0
"Stochastic and epistemic uncertainty propagation in LCA",0,0,"",0
"Environmental efficiency evaluation of industry in China based on a new fixed sum undesirable output data envelopment analysis",0,0,"",0
"An integrated approach for structural damage identification using wavelet neuro-fuzzy model",0,0,"",0
"Issues in reverse supply chain, part III: Classification and simple analysis",0,0,"",0
"The 2013 severe haze over southern Hebei, China: Model evaluation, source apportionment, and policy implications",0,0,"",0
